CASE,OFFENSE CODE,OFFENSE DESCRIPTION,REPORT DATE,OCC DATE,DAY OF WEEK,LOCATION,Location 1
SL2012191286,2499-13,STOLEN VEHICLE,11/02/2012 09:49:00 PM,11/02/2012 02:00:00 PM,6,"1700 W SHANNON CIR
Salt lake City, Utah
(40.778898710000476, -111.94230587399971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012186187,2499-13,STOLEN VEHICLE,10/25/2012 04:38:00 AM,10/25/2012 04:30:00 AM,5,"400 E WILLIAMS AVE
Salt lake City, Utah
(40.74765388200046, -111.87950875499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201288328,2499-14,STOLEN VEHICLE,05/26/2012 01:29:00 PM,05/26/2012 01:29:00 PM,7,"800 S 300 E
Salt lake City, Utah
(40.75188350200045, -111.88256270699969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012212953,2499-14,STOLEN VEHICLE,12/13/2012 02:23:00 PM,12/13/2012 02:23:00 PM,5,"1800 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94243840399969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201233123,2499-17,STOLEN VEHICLE,02/27/2012 06:23:00 AM,02/27/2012 06:23:00 AM,2,"500 N 300 W
Salt lake City, Utah
(40.78030371400047, -111.89965302699972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012123012,2499-13,STOLEN VEHICLE,07/17/2012 09:50:00 PM,07/17/2012 07:05:00 AM,3,"1000 E SOUTH TEMPLE ST
Salt lake City, Utah
(40.76933693600046, -111.8623479749997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201299592,2499-13,STOLEN VEHICLE,06/13/2012 03:49:00 PM,06/13/2012 11:30:00 AM,4,"500 W 300 S
Salt lake City, Utah
(40.7628501210005, -111.90559868599968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012121684,2499-13,STOLEN VEHICLE,07/15/2012 10:11:00 PM,07/15/2012 08:30:00 PM,1,"200 E WESTMINSTER AVE
Salt lake City, Utah
(40.72870619800045, -111.88522968599972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20129360,2499-13,STOLEN VEHICLE,01/16/2012 10:27:00 PM,01/16/2012 10:27:00 PM,2,"1000 W 400 N
Salt lake City, Utah
(40.77804771700045, -111.91981865199966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012126552,2499-14,STOLEN VEHICLE,07/23/2012 07:42:00 AM,07/23/2012 07:42:00 AM,2,"800 W ARAPAHOE AVE
Salt lake City, Utah
(40.75521957600046, -111.91418552499971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201259749,2499-14,STOLEN VEHICLE,04/11/2012 02:49:00 PM,04/11/2012 02:30:00 PM,4,"200 N 200 W
Salt lake City, Utah
(40.77379344500048, -111.89673252899968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012149974,2404-0,STOLEN VEHICLE,08/27/2012 07:39:00 AM,08/27/2012 07:39:00 AM,2,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012212191,2499-13,STOLEN VEHICLE,12/11/2012 11:53:00 PM,12/11/2012 11:53:00 PM,3,"1000 N 1400 W
Salt lake City, Utah
(40.79115309800045, -111.93138156099968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201294959,2499-17,STOLEN VEHICLE,06/06/2012 07:27:00 AM,06/06/2012 07:27:00 AM,4,"600 S 600 E
Salt lake City, Utah
(40.75622343400045, -111.87403393999966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201275953,2499-17,STOLEN VEHICLE,05/07/2012 06:36:00 AM,05/06/2012 06:36:00 AM,1,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012220132,2499-13,STOLEN VEHICLE,12/28/2012 11:59:00 AM,12/28/2012 11:59:00 AM,6,"700 N TERMINAL NORTHBOUND DR
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201235154,2499-15,STOLEN VEHICLE,03/01/2012 05:30:00 PM,03/01/2012 09:00:00 AM,5,"100 S STATE ST
Salt lake City, Utah
(40.76709077300046, -111.88826245399969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012118511,2404-0,STOLEN VEHICLE,07/11/2012 09:34:00 AM,07/11/2012 04:15:00 AM,4,"300 N 300 W
Salt lake City, Utah
(40.77594148100047, -111.89965195099967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201296319,2404-64,STOLEN VEHICLE,06/08/2012 08:45:00 AM,06/07/2012 08:45:00 AM,5,"1200 E DRIGGS AVE
Salt lake City, Utah
(40.719132610000486, -111.85662008799972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012172886,2499-13,STOLEN VEHICLE,10/02/2012 08:02:00 AM,10/02/2012 08:00:00 AM,3,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012188700,2499-17,STOLEN VEHICLE,10/29/2012 02:52:00 PM,10/29/2012 02:52:00 PM,2,"600 N 3800 W
Salt lake City, Utah
(40.78230238100048, -111.98006285199972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012205531,2499-13,STOLEN VEHICLE,11/29/2012 02:22:00 PM,11/29/2012 02:22:00 PM,5,"700 E LINDEN AVE
Salt lake City, Utah
(40.76169348600047, -111.87094797799966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201213338,2499-13,STOLEN VEHICLE,01/24/2012 05:06:00 AM,01/24/2012 05:06:00 AM,3,"1500 S 2000 E
Salt lake City, Utah
(40.7370250030005, -111.83366119799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012100580,2499-14,STOLEN VEHICLE,06/15/2012 02:52:00 AM,06/15/2012 02:52:00 AM,6,"1400 S 300 W
Salt lake City, Utah
(40.73880203600049, -111.89973204399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201243533,2404-44,STOLEN VEHICLE,03/15/2012 10:10:00 PM,03/15/2012 10:00:00 AM,5,"2100 S 800 E
Salt lake City, Utah
(40.725344281000446, -111.86823359899967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012125618,2499-17,STOLEN VEHICLE,07/21/2012 05:14:00 PM,07/21/2012 08:00:00 AM,7,"1300 S STATE ST
Salt lake City, Utah
(40.7415210850005, -111.88826244099971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012117810,2499-14,STOLEN VEHICLE,07/10/2012 05:21:00 AM,07/10/2012 05:21:00 AM,3,"600 S MAIN ST
Salt lake City, Utah
(40.75621004700048, -111.89123346199972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201226108,2499-17,STOLEN VEHICLE,02/15/2012 07:20:00 AM,02/15/2012 07:20:00 AM,4,"1300 W INDIANA AVE
Salt lake City, Utah
(40.75130080600047, -111.92785589699969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012141301,2411-0,STOLEN VEHICLE,08/14/2012 10:53:00 AM,08/14/2012 12:00:00 AM,3,"900 S DIESTEL RD
Salt lake City, Utah
(40.749420985000484, -111.84297526399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201218786,2499-17,STOLEN VEHICLE,02/02/2012 04:15:00 PM,02/02/2012 04:15:00 PM,5,"1400 S ROBERTA ST
Salt lake City, Utah
(40.739063314000475, -111.8839845869997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012164261,2499-14,STOLEN VEHICLE,09/18/2012 10:19:00 AM,09/18/2012 10:19:00 AM,3,"200 N EAST CAPITOL ST
Salt lake City, Utah
(40.773701306000476, -111.88750212799971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012107998,2499-13,STOLEN VEHICLE,06/26/2012 06:39:00 AM,06/26/2012 05:48:00 AM,3,"600 N SIR PATRICK DR
Salt lake City, Utah
(40.78258410800049, -111.94601305899971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012115710,2499-16,STOLEN VEHICLE,07/06/2012 10:08:00 PM,07/06/2012 10:08:00 PM,6,"1200 S GLENDALE DR
Salt lake City, Utah
(40.743109597000455, -111.93027284899966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012120618,2499-14,STOLEN VEHICLE,07/14/2012 08:20:00 AM,07/14/2012 08:20:00 AM,7,"2300 E 2100 S
Salt lake City, Utah
(40.72069164700048, -111.8308873309997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012115277,2499-15,STOLEN VEHICLE,07/06/2012 09:55:00 AM,07/06/2012 09:55:00 AM,6,"400 E SOUTH TEMPLE ST
Salt lake City, Utah
(40.7693218710005, -111.87953982699969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012167432,2499-17,STOLEN VEHICLE,09/23/2012 11:02:00 AM,09/23/2012 11:02:00 AM,1,"1800 W VILLAGE PARK AVE
Salt lake City, Utah
(40.797387357000446, -111.9424476159997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201272060,2499-14,STOLEN VEHICLE,04/30/2012 10:02:00 PM,04/30/2012 10:02:00 PM,2,"200 E ROSEWOOD AVE
Salt lake City, Utah
(40.72742584000048, -111.88530076099971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012113521,2499-14,STOLEN VEHICLE,07/04/2012 12:54:00 AM,07/04/2012 12:54:00 AM,4,"400 S 1100 W
Salt lake City, Utah
(40.77810238300049, -111.92254171999969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012116638,2499-13,STOLEN VEHICLE,07/08/2012 08:22:00 AM,07/08/2012 08:22:00 AM,1,"400 E HARRISON AVE
Salt lake City, Utah
(40.73994480500045, -111.87953057999971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20127571,2499-16,STOLEN VEHICLE,01/13/2012 10:46:00 PM,01/13/2012 10:46:00 PM,6,"100 W 600 N
Salt lake City, Utah
(40.782481300000484, -111.8946258959997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012177706,2499-13,STOLEN VEHICLE,10/10/2012 01:01:00 PM,10/10/2012 01:00:00 PM,4,"500 S 1000 W
Salt lake City, Utah
(40.75837134200049, -111.9196117629997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012112146,2499-17,STOLEN VEHICLE,07/02/2012 05:50:00 AM,07/02/2012 02:00:00 AM,2,"1600 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.9364575729997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012191676,2404-0,STOLEN VEHICLE,11/03/2012 03:24:00 PM,11/02/2012 10:00:00 PM,6,"200 E 300 S
Salt lake City, Utah
(40.76274302100046, -111.8852473389997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012135431,2499-17,STOLEN VEHICLE,08/05/2012 08:47:00 AM,08/05/2012 08:47:00 AM,1,"800 W GENESEE AVE
Salt lake City, Utah
(40.75088052700045, -111.91418519899969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012111337,2499-15,STOLEN VEHICLE,06/30/2012 08:52:00 PM,06/30/2012 08:52:00 PM,7,"800 N REDWOOD RD
Salt lake City, Utah
(40.78713180900047, -111.93934262899967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012149934,2499-13,STOLEN VEHICLE,08/27/2012 03:21:00 AM,08/27/2012 03:21:00 AM,2,"1100 S LAKE ST
Salt lake City, Utah
(40.74506092500047, -111.86965903199967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012126553,2499-17,STOLEN VEHICLE,07/23/2012 07:43:00 AM,07/23/2012 07:43:00 AM,2,"1900 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94561837199967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012184514,2499-17,STOLEN VEHICLE,10/22/2012 08:03:00 AM,10/22/2012 07:45:00 AM,2,"100 E HILLSIDE AVE
Salt lake City, Utah
(40.774645498000496, -111.88810852599971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012131022,2499-13,STOLEN VEHICLE,07/29/2012 02:17:00 PM,07/27/2012 11:30:00 PM,6,"200 S MAIN ST
Salt lake City, Utah
(40.773900565000474, -111.89108483699971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012149477,2499-17,STOLEN VEHICLE,08/26/2012 09:33:00 AM,08/25/2012 11:00:00 PM,7,"1200 E 700 S
Salt lake City, Utah
(40.754095049000455, -111.8566306299997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012744,2499-13,STOLEN VEHICLE,01/02/2012 12:09:00 PM,01/02/2012 12:09:00 PM,2,"1100 W FREMONT AVE
Salt lake City, Utah
(40.74502130900049, -111.92239564399966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012217449,2499-13,STOLEN VEHICLE,12/22/2012 11:23:00 AM,12/21/2012 11:00:00 PM,6,"700 W 900 S
Salt lake City, Utah
(40.749799572000484, -111.91131574999969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012117609,2404-0,STOLEN VEHICLE,07/09/2012 07:19:00 PM,07/09/2012 07:19:00 PM,2,"2200 S FOOTHILL DR
Salt lake City, Utah
(40.72348132200045, -111.81333692699968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012105373,2499-17,STOLEN VEHICLE,06/22/2012 11:02:00 AM,06/22/2012 11:02:00 AM,6,"600 W NORTH TEMPLE ST
Salt lake City, Utah
(40.7716254070005, -111.90906785399972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012165945,2499-14,STOLEN VEHICLE,09/21/2012 03:10:00 AM,09/21/2012 03:10:00 AM,6,"200 S 700 E
Salt lake City, Utah
(40.764640828000495, -111.87110657499971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012148813,2499-13,STOLEN VEHICLE,08/25/2012 11:46:00 AM,08/24/2012 08:30:00 PM,6,"1000 S WEST TEMPLE ST
Salt lake City, Utah
(40.74713238100048, -111.89395504699968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201259489,2499-13,STOLEN VEHICLE,04/11/2012 07:48:00 AM,04/10/2012 08:00:00 PM,3,"1700 W 400 N
Salt lake City, Utah
(40.77816930000046, -111.93952430599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201282161,2499-16,STOLEN VEHICLE,05/16/2012 09:53:00 PM,05/16/2012 09:53:00 PM,4,"1300 W 1000 N
Salt lake City, Utah
(40.79109014500045, -111.92899849799971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012158604,2499-13,STOLEN VEHICLE,09/09/2012 08:29:00 AM,09/09/2012 08:29:00 AM,1,"800 W 600 S
Salt lake City, Utah
(40.75630722000045, -111.91426589499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201297110,2499-13,STOLEN VEHICLE,06/09/2012 11:31:00 AM,06/09/2012 11:31:00 AM,7,"1900 S 900 W
Salt lake City, Utah
(40.7289116770005, -111.91689215999969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012118676,2499-14,STOLEN VEHICLE,07/11/2012 03:01:00 PM,07/11/2012 03:01:00 PM,4,"2500 E SAGE WAY
Salt lake City, Utah
(40.72118455900045, -111.81688255899968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012116191,2499-13,STOLEN VEHICLE,07/07/2012 04:33:00 PM,07/07/2012 03:30:00 PM,7,"700 S 1300 E
Salt lake City, Utah
(40.754040225000495, -111.85392449199969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012183283,2499-13,STOLEN VEHICLE,10/19/2012 08:04:00 PM,10/19/2012 08:04:00 PM,6,"1200 N YALE AVE
Salt lake City, Utah
(40.74574955500049, -111.85645684499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012164668,2499-13,STOLEN VEHICLE,09/18/2012 11:43:00 PM,09/18/2012 09:00:00 PM,3,"1500 W SECRET GARDEN PL
Salt lake City, Utah
(40.734720808000475, -111.93600015999971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012179233,2499-13,STOLEN VEHICLE,10/12/2012 09:00:00 PM,10/12/2012 09:00:00 PM,6,"1000 E SOUTH TEMPLE ST
Salt lake City, Utah
(40.76933693600046, -111.8623479749997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012200917,2499-14,STOLEN VEHICLE,11/20/2012 01:43:00 PM,11/20/2012 01:43:00 PM,3,"3RD AVE / C ST
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20124527,2404-64,STOLEN VEHICLE,01/09/2012 10:25:00 AM,01/09/2012 10:25:00 AM,2,"1300 E 4TH AVE
Salt lake City, Utah
(40.77381093300045, -111.85138785599969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012109011,2499-13,STOLEN VEHICLE,06/27/2012 05:06:00 PM,06/27/2012 03:00:00 PM,4,"200 N 1460 W
Salt lake City, Utah
(40.77392541900048, -111.9330023709997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012120078,2499-14,STOLEN VEHICLE,07/13/2012 04:20:00 PM,07/13/2012 04:20:00 PM,6,"1100 S 300 W
Salt lake City, Utah
(40.744809699000484, -111.89970910799968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012210014,2404-0,STOLEN VEHICLE,12/07/2012 05:08:00 PM,12/06/2012 06:00:00 PM,5,"1600 S 900 E
Salt lake City, Utah
(40.73469071900047, -111.8653762779997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012118163,2499-13,STOLEN VEHICLE,07/10/2012 05:17:00 PM,07/10/2012 07:00:00 AM,3,"2000 S 900 E
Salt lake City, Utah
(40.726729166000496, -111.86538310299971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012195140,2499-13,STOLEN VEHICLE,11/09/2012 03:00:00 PM,11/09/2012 03:00:00 PM,6,"100 S 400 W
Salt lake City, Utah
(40.76708191600045, -111.90268138499971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012180068,2499-13,STOLEN VEHICLE,10/14/2012 10:02:00 AM,10/14/2012 10:02:00 AM,1,"1100 W 400 N
Salt lake City, Utah
(40.778039968000485, -111.9226966869997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012182988,2404-64,STOLEN VEHICLE,10/19/2012 10:42:00 AM,10/19/2012 10:42:00 AM,6,"800 S 3600 W
Salt lake City, Utah
(40.75137453800045, -111.97728215299969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012195765,2499-13,STOLEN VEHICLE,11/10/2012 04:44:00 PM,11/09/2012 11:00:00 PM,6,"400 S 1100 E
Salt lake City, Utah
(40.76058099800048, -111.85963272599969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012141364,2499-13,STOLEN VEHICLE,08/14/2012 12:21:00 PM,08/14/2012 12:21:00 PM,3,"1500 S NAVAJO ST
Salt lake City, Utah
(40.7364481620005, -111.92946060499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012112608,2499-17,STOLEN VEHICLE,07/02/2012 07:51:00 PM,07/02/2012 06:50:00 PM,2,"1400 S WEST TEMPLE ST
Salt lake City, Utah
(40.739161252000486, -111.89395514399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012116598,2499-13,STOLEN VEHICLE,07/08/2012 04:23:00 AM,07/08/2012 04:23:00 AM,1,"1300 S PARK ST
Salt lake City, Utah
(40.740622002000464, -111.87536194899968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201285695,2499-14,STOLEN VEHICLE,05/22/2012 01:03:00 PM,05/22/2012 01:03:00 PM,3,"600 S REDWOOD RD
Salt lake City, Utah
(40.7561771070005, -111.93906526499967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012110339,2499-15,STOLEN VEHICLE,06/29/2012 01:46:00 PM,06/29/2012 01:46:00 PM,6,"1300 W NORTH TEMPLE ST
Salt lake City, Utah
(40.771646656000485, -111.92890761599966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012190547,2499-13,STOLEN VEHICLE,11/01/2012 05:30:00 PM,11/01/2012 06:30:00 AM,5,"1200 S GLADIOLA ST
Salt lake City, Utah
(40.743102191000446, -111.97218836599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201219416,2499-13,STOLEN VEHICLE,02/03/2012 03:44:00 PM,02/03/2012 09:30:00 AM,6,"100 N 400 W
Salt lake City, Utah
(40.771712341000466, -111.9024817129997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012216885,2499-13,STOLEN VEHICLE,12/21/2012 09:46:00 AM,12/21/2012 09:46:00 AM,6,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201216086,2404-0,STOLEN VEHICLE,01/28/2012 07:23:00 PM,01/28/2012 07:23:00 PM,7,"3900 W 700 S
Salt lake City, Utah
(40.754771236000465, -111.98462403599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012208129,2499-17,STOLEN VEHICLE,12/04/2012 03:06:00 PM,11/20/2012 08:00:00 AM,3,"00 E 900 S
Salt lake City, Utah
(40.74979030600048, -111.88389362399971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012179906,2499-13,STOLEN VEHICLE,10/14/2012 12:10:00 AM,10/14/2012 12:00:00 AM,1,"900 W 1300 S
Salt lake City, Utah
(40.741580428000475, -111.91697525399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201245298,2499-16,STOLEN VEHICLE,03/18/2012 05:13:00 PM,03/18/2012 05:13:00 PM,1,"300 E 600 S
Salt lake City, Utah
(40.762390422000465, -111.9082065929997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012194249,2499-17,STOLEN VEHICLE,11/08/2012 06:10:00 AM,11/08/2012 06:00:00 AM,5,"500 S POST ST
Salt lake City, Utah
(40.758371217000445, -111.91827384099969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012186981,2499-14,STOLEN VEHICLE,10/26/2012 02:34:00 PM,10/26/2012 02:34:00 PM,6,"1400 W 1100 N
Salt lake City, Utah
(40.79285708500049, -111.9315359849997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20124563,2499-13,STOLEN VEHICLE,01/09/2012 11:54:00 AM,01/09/2012 11:54:00 AM,2,"800 W 1300 S
Salt lake City, Utah
(40.741580428000475, -111.91441562799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012138427,2499-13,STOLEN VEHICLE,08/09/2012 10:28:00 PM,08/05/2012 12:00:00 PM,1,"2200 S FOOTHILL DR
Salt lake City, Utah
(40.72348132200045, -111.81333692699968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012129400,2499-17,STOLEN VEHICLE,07/27/2012 01:21:00 AM,06/30/2012 08:00:00 AM,7,"2300 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77150836600049, -111.95587143399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012100221,2499-15,STOLEN VEHICLE,06/14/2012 02:28:00 PM,06/14/2012 02:28:00 PM,5,"200 N F ST
Salt lake City, Utah
(40.774063588000445, -111.87600314099967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
