"Report.Submission.Source","Incident.City","Date.of.Incident","Hazardous.Class","Total.Hazmat.Fatalities","Total.Hazmat.Hosp.Injuries","Total.Hazmat.NonHosp.Injuries","Total.Amount.of.Damages","Origin.State","Mode.of.Transportation","HMIS.Serious.Injury","HMIS.Serious.Incident.Ind","year","month"
"Paper","NORTH SALT LAKE",2004-10-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,425,"ILLINOIS","Highway","No","No",2004,10
"Paper","SALT LAKE",1993-09-27,"CORROSIVE MATERIAL",0,0,0,95,"NEW JERSEY","Highway","No","No",1993,9
"Paper","SALT LAKE CITY",2006-10-26,"CORROSIVE MATERIAL",0,0,0,0,"FLORIDA","Highway","No","No",2006,10
"Paper","SALT LAKE CY",1978-02-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",1978,2
"XML","OREM",2008-05-09,"CORROSIVE MATERIAL",0,0,0,0,"FLORIDA","Highway","No","No",2008,5
"Paper","SALT LAKE CITY",2003-07-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,20,"UTAH","Highway","No","No",2003,7
"Paper","SALT LAKE CITY",1987-09-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1987,9
"Paper","WANSHIP",2011-11-22,"CORROSIVE MATERIAL",0,0,0,51600,"UTAH","Highway","No","Yes",2011,11
"Paper","SALT LAKE CY",1980-06-20,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",1980,6
"Paper","WEST VALLEY",1996-03-04,"CORROSIVE MATERIAL",0,0,0,400,"OHIO","Highway","No","No",1996,3
"Paper","SALT LAKE CITY",2001-12-13,"CORROSIVE MATERIAL",0,0,0,600,"GEORGIA","Highway","No","No",2001,12
"Paper","WEST VALLEY CITY",2008-02-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,900,NA,"Highway","No","No",2008,2
"Web","SALT LAKE",2009-09-10,"COMBUSTIBLE LIQUID",0,0,0,0,"MASSACHUSETTS","Highway","No","No",2009,9
"Paper","LOGAN",1973-07-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1973,7
"XML","NORTH SALT LAKE",2006-11-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"GEORGIA","Highway","No","No",2006,11
"Paper","SALT LAKE",1998-07-29,"RADIOACTIVE MATERIAL",0,0,0,0,"NEW JERSEY","Rail","No","No",1998,7
"Paper","SALT LAKE",2003-11-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"NEVADA","Highway","No","No",2003,11
"Paper","JENSEN",1979-01-08,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","Yes",1979,1
"Paper","SALT LAKE CITY",1971-05-15,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1971,5
"Paper","SALT LAKE CITY",2001-06-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"NEVADA","Highway","No","No",2001,6
"Web","SALT LAKE CITY",2010-09-09,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2010,9
"Web","WEST VALLEY CITY",2012-10-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",2012,10
"Paper","BEAVER",2013-02-19,"CORROSIVE MATERIAL",0,0,0,2450,"CALIFORNIA","Highway","No","No",2013,2
"Paper","SALT LAKE CITY",2012-09-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2012,9
"Paper","SALT LAKE CY",1974-08-30,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1974,8
"Paper","SALT LAKE CITY",2007-05-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2007,5
"Paper","SALT LAKE CITY",1995-06-23,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,150,"NEVADA","Highway","No","No",1995,6
"Paper","SALT LAKE CITY",2005-06-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2005,6
"Paper","SALT LAKE CITY",1998-06-10,"POISONOUS MATERIALS",0,0,0,0,"NEW YORK","Highway","No","No",1998,6
"Paper","OREM",2009-09-21,"FLAMMABLE GAS",0,0,0,0,"UTAH","Air","No","No",2009,9
"Paper","SALT LAKE CITY",1995-05-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,100,"IDAHO","Highway","No","No",1995,5
"Paper","WEST VALLEY CITY",1997-03-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,390,"GEORGIA","Highway","No","No",1997,3
"Paper","KNOLLS",1989-03-21,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"PENNSYLVANIA","Highway","No","No",1989,3
"Paper","NORTH SALT LAKE",1999-07-02,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",1999,7
"Paper","MURRAY",1984-05-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1984,5
"Paper","NORTH SALT LAKE",2002-07-02,"CORROSIVE MATERIAL",0,0,0,525,"NEW HAMPSHIRE","Highway","No","No",2002,7
"Paper","WEST VALLEY CITY",2004-08-17,"CORROSIVE MATERIAL",0,0,0,425,"IOWA","Highway","No","No",2004,8
"Paper","SALT LAKE CITY",2001-09-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",2001,9
"Paper","SALT LAKE CITY",2007-09-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"COLORADO","Highway","No","No",2007,9
"Web","CLIVE",2009-07-29,"FLAMMABLE SOLID",0,0,0,0,"WASHINGTON","Highway","No","No",2009,7
"Paper","SALT LAKE CITY",1981-08-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",1981,8
"Paper","SALT LAKE CITY",1992-09-14,"COMBUSTIBLE LIQUID",0,0,0,30,"UTAH","Rail","No","No",1992,9
"XML","Salt Lake City",2013-12-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2013,12
"Paper","SALT LAKE CITY",1997-11-26,"CORROSIVE MATERIAL",0,0,0,150,"UTAH","Highway","No","No",1997,11
"Paper","SALT LAKE CITY",1997-06-30,"POISONOUS MATERIALS",0,0,0,0,"PENNSYLVANIA","Highway","No","No",1997,6
"Paper","SALT LAKE CITY",1994-10-20,"CORROSIVE MATERIAL",0,0,0,76,"CALIFORNIA","Highway","No","No",1994,10
"Paper","WENDOVER",1972-07-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1972,7
"Paper","SALT LAKE CITY",2010-06-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"COLORADO","Highway","No","No",2010,6
"Paper","WEST VALLEY CITY",2002-08-06,"POISONOUS MATERIALS",0,0,0,395,"TENNESSEE","Highway","No","No",2002,8
"Paper","SALT LAKE CY",1979-06-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OHIO","Highway","No","No",1979,6
"Paper","NORTH SALT LAKE",1998-06-17,"CORROSIVE MATERIAL",0,0,0,125,"PENNSYLVANIA","Highway","No","No",1998,6
"XML","N SALT LAKE",2012-10-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2012,10
"Paper","SALT LAKE CITY",2010-05-20,"FLAMMABLE SOLID",0,0,0,0,"MONTANA","Highway","No","No",2010,5
"Web","SALT LAKE CITY",2011-09-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",2011,9
"Paper","SALT LAKE CITY",2010-06-28,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2010,6
"Paper","SALT LAKE CITY",1995-08-29,"CORROSIVE MATERIAL",0,0,0,105,"IDAHO","Highway","No","No",1995,8
"Paper","NORTH SALT LAKE",2000-05-02,"CORROSIVE MATERIAL",0,0,0,125,"OHIO","Highway","No","No",2000,5
"Paper","SALT LAKE CITY",1999-10-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CONNECTICUT","Highway","No","No",1999,10
"Paper","SALT LAKE CITY",2010-05-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"PENNSYLVANIA","Highway","No","No",2010,5
"Paper","SALT LALK CTY",1973-08-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"COLORADO","Highway","No","No",1973,8
"Paper","SALT LAKE CITY",2001-10-13,"CORROSIVE MATERIAL",0,0,0,0,"ARIZONA","Highway","No","No",2001,10
"Paper","MORGAN",1988-04-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Highway","No","Yes",1988,4
"Paper","WEST VALLEY",1993-07-03,"POISONOUS MATERIALS",0,0,0,285,"NEW YORK","Highway","No","No",1993,7
"Paper","OGDEN",1995-11-17,"COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Rail","No","No",1995,11
"Paper","SALT LAKE CITY",2012-09-26,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2012,9
"Web","SALT LAKE CITY",2010-12-21,"COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Highway","No","No",2010,12
"Paper","SALT LAKE CITY",1983-08-14,"OXIDIZER",0,0,0,0,"FLORIDA","Highway","No","No",1983,8
"Paper","WEST VALLEY CITY",2001-04-24,"OXIDIZER",0,0,0,360,"NEW YORK","Highway","No","No",2001,4
"Paper","SALT LAKE CITY",2001-04-26,"CORROSIVE MATERIAL",0,0,0,100,"ILLINOIS","Highway","No","No",2001,4
"Paper","DUCHESNE",1977-11-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1977,11
"Paper","OGDEN",1997-03-07,"CORROSIVE MATERIAL",0,0,0,0,"OREGON","Rail","No","No",1997,3
"Paper","SALT LAKE CITY",2001-02-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,355,"NEW JERSEY","Highway","No","No",2001,2
"Web","SALT LAKE CITY",2008-02-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,2
"Paper","SALT LAKE CITY",1989-06-06,"CORROSIVE MATERIAL",0,0,0,0,"MISSOURI","Highway","No","No",1989,6
"Paper","SALT LAKE CITY",2009-05-23,"CORROSIVE MATERIAL",0,0,0,0,"WASHINGTON","Highway","No","No",2009,5
"Paper","SALT LAKE CY",1979-03-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1979,3
"Paper","SALT LAKE CITY",1993-10-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,50,"FLORIDA","Highway","No","No",1993,10
"Paper","SALT LAKE CITY",2010-04-21,"OTHER REGULATED MATERIAL CLASS D",0,0,0,0,"UTAH","Highway","No","No",2010,4
"Paper","SALT LAKE",2003-01-14,"CORROSIVE MATERIAL",0,0,0,150,"CALIFORNIA","Highway","No","No",2003,1
"Web","SALT LAKE CITY",2011-03-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2011,3
"Paper","WEST VALLEY CITY",1991-01-06,"CORROSIVE MATERIAL",0,0,0,195,"SOUTH DAKOTA","Highway","No","No",1991,1
"Paper","WEST VALLEY CITY",1999-02-01,"CORROSIVE MATERIAL",0,0,0,413,"CALIFORNIA","Highway","No","No",1999,2
"Web","SALT LAKE CITY",2012-05-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2012,5
"Paper","SALT LAKE CITY",2011-09-02,"CORROSIVE MATERIAL",0,0,0,0,"MONTANA","Highway","No","No",2011,9
"Paper","TOOELE",1978-08-09,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",1978,8
"Web","SALT LAKE CITY",2009-11-13,"COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2009,11
"Paper","SALT LAKE CITY",1996-11-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1996,11
"Paper","NORTH SALT LAKE",2001-10-11,"OXIDIZER",0,0,0,525,"KENTUCKY","Highway","No","No",2001,10
"Paper","SALT LAKE CY",1979-03-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",1979,3
"Paper","SALT LAKE CITY",2001-08-10,"CORROSIVE MATERIAL",0,0,0,0,"NORTH CAROLINA","Highway","No","No",2001,8
"Paper","WEST VALLEY CITY",2002-04-26,"CORROSIVE MATERIAL",0,0,0,1810,"TEXAS","Highway","No","No",2002,4
"Paper","SALT LAKE CITY",2006-06-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,6
"Paper","SALT LAKE CY",1979-09-26,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",1979,9
"Paper","WEST VALLEY CITY",2014-06-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TENNESSEE","Highway","No","No",2014,6
"Paper","SALT LAKE CITY",1997-06-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"GEORGIA","Highway","No","No",1997,6
"Paper","SALT LAKE CITY",2010-08-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Air","No","No",2010,8
"Paper","SALT LAKE CITY",2003-12-09,"POISONOUS MATERIALS",0,0,0,1400,"MISSISSIPPI","Highway","No","No",2003,12
"Paper","SALT LAKE CY",1974-01-31,"CORROSIVE MATERIAL",0,0,0,0,"CONNECTICUT","Highway","No","No",1974,1
"XML","NORTH SALT LAKE",2006-10-25,"CORROSIVE MATERIAL",0,0,0,0,"IOWA","Highway","No","No",2006,10
"Paper","OGDEN",1994-09-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Rail","No","No",1994,9
"XML","SALT LAKE CITY",2009-05-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,1000,"MINNESOTA","Rail","No","No",2009,5
"Paper","SALT LAKE CITY",1990-08-24,"CORROSIVE MATERIAL",0,0,0,230,"CALIFORNIA","Highway","No","No",1990,8
"Paper","SALT LAKE CITY",2004-06-17,"CORROSIVE MATERIAL",0,0,0,100,"COLORADO","Highway","No","No",2004,6
"Paper","SALT LAKE CITY",1996-02-16,"POISONOUS MATERIALS",0,0,0,1600,"WASHINGTON","Highway","No","No",1996,2
"Paper","SALT LAKE CITY",1986-07-16,"POISONOUS MATERIALS",0,0,0,0,"OREGON","Highway","No","No",1986,7
"Paper","SALT LAKE CITY",1992-12-03,"CORROSIVE MATERIAL",0,0,0,55,"WISCONSIN","Highway","No","No",1992,12
"Paper","SALT LAKE CITY",1996-11-07,"CORROSIVE MATERIAL",0,0,0,0,"ILLINOIS","Highway","No","No",1996,11
"Paper","NORTH SALT LAKE",2000-05-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"CALIFORNIA","Highway","No","No",2000,5
"Paper","SALT LAKE",2000-06-13,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"UTAH","Rail","No","No",2000,6
"Paper","SALT LAKE CITY",1998-04-28,"CORROSIVE MATERIAL",0,0,0,85,"OHIO","Highway","No","No",1998,4
"Paper","SALT LAKE CY",1978-10-29,"CORROSIVE MATERIAL",0,0,0,0,"WISCONSIN","Highway","No","No",1978,10
"XML","NORTH SALT LAKE",2005-10-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2005,10
"Paper","OGDEN",1998-11-03,"CORROSIVE MATERIAL",0,0,0,315,"WYOMING","Rail","No","No",1998,11
"Paper","SALT LAKE CITY",1983-05-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MINNESOTA","Highway","No","No",1983,5
"Web","SALT LAKE CITY",2012-06-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2012,6
"Paper","SALT LAKE CY",1977-09-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW JERSEY","Highway","No","No",1977,9
"Paper","SALT LAKE CITY",2007-08-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OREGON","Highway","No","No",2007,8
"XML","Salt Lake City",2012-07-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2012,7
"Paper","CLIVE",1983-12-13,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Highway","No","No",1983,12
"Paper","SALT LAKE CITY",2004-08-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,50,"CALIFORNIA","Highway","No","No",2004,8
"Web","SALT LAKE CITY",2009-07-06,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"NEW JERSEY","Highway","No","Yes",2009,7
"Web","SALT LAKE CITY",2008-02-05,"POISONOUS MATERIALS",0,0,0,0,"MISSOURI","Highway","No","No",2008,2
"XML","OREM",2006-10-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,10
"Paper","SALT LAKE CITY",1997-09-02,"CORROSIVE MATERIAL",0,0,0,250,"COLORADO","Highway","No","No",1997,9
"Web","WEST VALLEY CITY",2007-05-11,"COMBUSTIBLE LIQUID",0,0,0,0,"SOUTH CAROLINA","Highway","No","No",2007,5
"Paper","SALT LAKE CITY",1987-03-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",1987,3
"Paper","WEST VALLEY CITY",1999-06-23,"CORROSIVE MATERIAL",0,0,0,403,"WISCONSIN","Highway","No","No",1999,6
"Paper","WOODS CROSS",1989-01-28,"COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1989,1
"Paper","SALT LAKE CITY",2006-12-29,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,1500,NA,"Highway","No","No",2006,12
"Paper","SALT LAKE CITY",1995-09-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,75,"CALIFORNIA","Highway","No","No",1995,9
"Paper","SALT LAKE CITY",1998-11-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,NA,"Highway","No","No",1998,11
"Paper","SALT LAKE CITY",2012-09-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2012,9
"Paper","SALT LAKE CITY",1996-05-02,"CORROSIVE MATERIAL",0,0,0,175,"ILLINOIS","Highway","No","No",1996,5
"Paper","SALT LAKE CITY",1998-06-01,"POISONOUS MATERIALS",0,0,0,140,"MISSOURI","Highway","No","No",1998,6
"Paper","SALT LAKE CY",1977-04-07,"POISONOUS MATERIALS",0,0,0,0,"CALIFORNIA","Highway","No","No",1977,4
"Paper","SALT LAKE CITY",1992-11-06,"CORROSIVE MATERIAL",0,0,0,4277,"UTAH","Highway","No","Yes",1992,11
"Paper","PROVO",1986-01-23,"OXIDIZER",0,0,0,0,"CALIFORNIA","Highway","No","No",1986,1
"Paper","SALT LAKE CITY",1999-12-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,450,"COLORADO","Highway","No","No",1999,12
"Paper","SALT LAKE CY",1978-06-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1978,6
"Paper","WEST VALLEY CITY",2002-05-18,"CORROSIVE MATERIAL",0,0,0,550,"ALABAMA","Highway","No","No",2002,5
"Paper","SALT LAKE CY",1980-09-05,"CORROSIVE MATERIAL",0,0,0,0,"IOWA","Highway","No","No",1980,9
"Paper","SALT LAKE CITY",1997-09-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"CALIFORNIA","Highway","No","No",1997,9
"XML","Salt Lake City",2014-09-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2014,9
"Paper","MANILLA",1979-05-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1979,5
"Paper","WEST VALLEY CITY",2000-10-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,373,"OHIO","Highway","No","No",2000,10
"Paper","SALT LAKE CITY",2000-01-13,"POISONOUS MATERIALS",0,0,0,500,"INDIANA","Highway","No","No",2000,1
"XML","NORTH SALT LAKE",2008-03-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ARIZONA","Highway","No","No",2008,3
"Paper","SALT LAKE CITY",2009-05-27,"OTHER REGULATED MATERIAL CLASS D",0,0,0,0,"NEW MEXICO","Highway","No","No",2009,5
"Paper","PAROWAN",1982-11-28,"CORROSIVE MATERIAL",0,0,0,0,"NEVADA","Highway","No","Yes",1982,11
"Paper","SALT LAKE CITY",1996-06-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WASHINGTON","Highway","No","No",1996,6
"Paper","SALT LAKE CITY",1991-02-10,"CORROSIVE MATERIAL",0,0,0,195,"WASHINGTON","Highway","No","No",1991,2
"Web","SALT LAKE CITY",2013-08-05,"FLAMMABLE SOLID",0,0,0,0,"KANSAS","Highway","No","No",2013,8
"Paper","SALT LAKE CITY",1992-12-31,"CORROSIVE MATERIAL",0,0,0,65,"TEXAS","Highway","No","No",1992,12
"Paper","WEST VALLEY CITY",2000-07-19,"OXIDIZER",0,0,0,353,"GEORGIA","Highway","No","No",2000,7
"Paper","SALT LAKE CITY",2002-06-18,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2002,6
"Paper","SALT LAKE CITY",2010-02-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2010,2
"Paper","PARK CITY",2009-06-26,"FLAMMABLE GAS",0,0,0,15000,"WYOMING","Highway","No","Yes",2009,6
"Paper","CEDAR CITY",2004-11-01,"CORROSIVE MATERIAL",0,0,0,425,"CALIFORNIA","Highway","No","No",2004,11
"Paper","SALT LAKE CITY",2007-07-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2007,7
"Paper","NORTH SALT LAKE",2001-10-23,"CORROSIVE MATERIAL",0,0,0,525,"UTAH","Highway","No","No",2001,10
"Paper","SALT LAKE CITY",2007-04-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",2007,4
"Paper","SALT LAKE CITY",1998-11-24,"CORROSIVE MATERIAL",0,0,0,0,NA,"Highway","No","No",1998,11
"Paper","SALT LAKE CITY",2009-02-25,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2009,2
"Web","SALT LAKE CITY",2008-07-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ARIZONA","Highway","No","No",2008,7
"Paper","WEST VALLEY CITY",1998-06-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,360,"MISSOURI","Highway","No","No",1998,6
"Paper","WEST VALLEY CITY",1993-04-07,"CORROSIVE MATERIAL",0,0,0,550,"CALIFORNIA","Highway","No","No",1993,4
"Paper","OGDEN",1997-10-03,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"ILLINOIS","Rail","No","No",1997,10
"Paper","SALT LAKE CITY",2011-01-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"FLORIDA","Highway","No","No",2011,1
"Paper","NORTH SALT LAKE",2002-09-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,525,"CALIFORNIA","Highway","No","No",2002,9
"Web","PARK CITY",2006-07-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,3000,"IOWA","Highway","No","No",2006,7
"Web","SALT LAKE CITY",2008-12-04,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"MINNESOTA","Highway","No","No",2008,12
"Paper","SALT LAKE CITY",2006-08-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2006,8
"Web","SALT LAKE CITY",2010-05-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2010,5
"Paper","SALT LAKE CITY",1989-08-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MINNESOTA","Highway","No","No",1989,8
"Paper","SALT LAKE",1992-06-03,"CORROSIVE MATERIAL",0,0,0,1150,"UTAH","Highway","No","No",1992,6
"Paper","SALT LAKE CITY",2014-07-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,3500,"TENNESSEE","Highway","No","No",2014,7
"Web","NEOLA",2014-11-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,27812,"UTAH","Highway","No","No",2014,11
"Paper","MOAB",1997-03-11,"CORROSIVE MATERIAL",0,0,0,248840,"OREGON","Highway","No","Yes",1997,3
"Paper","SALT LAKE CITY",2005-07-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW JERSEY","Highway","No","No",2005,7
"Paper","MAGNA",1998-10-02,"CORROSIVE MATERIAL",0,0,0,0,"ILLINOIS","Highway","No","No",1998,10
"Paper","SALT LAKE CITY",2005-10-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2005,10
"Paper","SALT LAKE",2004-06-28,"COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2004,6
"Paper","SALT LAKE CITY",1985-04-24,"CORROSIVE MATERIAL",0,0,0,0,"SOUTH CAROLINA","Highway","No","No",1985,4
"XML","SALT LAKE CITY",2008-02-12,"OXIDIZER",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,2
"XML","N Salt Lake",2012-06-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",2012,6
"Paper","LEVAN",2003-06-03,"OXIDIZER",0,0,0,0,NA,"Highway","No","No",2003,6
"Paper","SALT LAKE CITY",2002-05-24,"CORROSIVE MATERIAL",0,0,0,25,"UTAH","Highway","No","No",2002,5
"Paper","OGDEN",1998-11-18,"CORROSIVE MATERIAL",0,0,0,0,"WYOMING","Rail","No","No",1998,11
"Paper","SALT LAKE CITY",2003-05-30,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2003,5
"Paper","SALT LAKE CITY",2009-04-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2009,4
"Paper","SALT LAKE CY",1975-03-13,"POISONOUS MATERIALS",0,0,1,0,NA,"Highway","No","No",1975,3
"Paper","SALT LAKE CITY",1998-05-14,"CORROSIVE MATERIAL",0,0,0,150,"CALIFORNIA","Highway","No","No",1998,5
"Paper","SALT LAKE CITY",1996-09-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ARIZONA","Highway","No","No",1996,9
"Paper","SALT LAKE CITY",1997-05-11,"CORROSIVE MATERIAL",0,0,0,25,"MICHIGAN","Highway","No","No",1997,5
