"name_org","city","state","formation_yr","exempt_status.501c3","gross_receipts","voting_memb_ct","income_tot_unrelated","fundraise_expense_tot_curyr","asset_tot_beginyr","rev_giftsgrants_tot_curyr","rev_investmt_curyr","rev_prgmservice_curyr","rev_tot_curyr","grants_expense_tot_curyr","benefits_expense_tot_curyr","salaries_expense_tot_curyr","expense_tot_curyr","rev_less_expense_curyr","asset_tot_endyr","liability_tot_endyr","asset_net_endyr","delegate_management","memb_elect_board","conflict_interest_policy","enforce_conflict_policy","whistleblower_policy"
"COLUMBIA CATHOLIC HOUSING FOR THE ELDERLY II INC","COLUMBIA","PA",2008,"true",1273598,7,0,0,3534632,710376,-367,560272,1270281,0,0,271365,1325180,-54899,3500753,4083548,-582795,"no","no","yes","yes","yes"
"SOCAL HIGH SCHOOL SOCCER REFEREES ASSOCIATION INC","LAGUNA HILLS","CA",2016,"true",209824,17,0,0,124298,0,0,209824,209824,0,0,0,118450,91374,215672,0,215672,"no","yes","yes","no","no"
"UNIQUE PROJECTS INC","NEW YORK","NY",1980,"true",415787,5,0,0,43635,395094,0,20592,415787,377541,0,0,417950,-2163,60720,67195,-6475,"no","no","yes","yes","yes"
"GRAND COMMANDERY KNIGHTS TEMPLAR OF INDIANA","MUNCIE","IN",1968,"",93054,22,0,0,541729,66932,12995,13127,93054,0,0,0,82997,10057,563801,0,563801,"no","no","no","","no"
"DORA PERRETT ENDOWMENT FUND","GRAND RAPIDS","MI",1969,"true",24799,4,0,0,56164,0,2357,0,2357,3665,0,717,5396,-3039,53125,0,53125,"no","no","yes","no","no"
"Elder Vision Inc","Northampton","MA",1990,"true",29917,5,0,0,23161,3130,0,26787,29917,0,0,0,27592,2325,27336,1850,25486,"no","no","no","","no"
"MOUNTAIN VALLEY VOLUNTEER FIRE","FRANKLIN","NC",1995,"true",168920,5,0,2118,343591,168821,99,0,168920,0,0,6771,128464,40456,345924,312404,33520,"no","no","yes","yes","yes"
"TIMOTHY MINISTRY INC","WOODSTOCK","GA",2007,"true",584204,3,0,0,239481,8000,90,575957,584204,16245,0,377125,601949,-17745,216701,95760,120941,"no","no","yes","yes","yes"
"GREY LAW OF VENTURA COUNTY INC","VENTURA","CA",NA,"true",61585,1,0,0,32537,61585,0,0,61585,0,0,45929,68247,-6662,25875,5002,20873,"no","no","no","no","no"
"Denver Pipefitters Joint Apprenticeship","Denver","CO",1906,"true",1957421,19,0,0,1514225,0,2170,1438354,1957421,0,0,780668,1947877,9544,1531281,10224,1521057,"no","no","no","","no"
"NORTHERN AROOSTOOK ALTERNATIVES IN","VAN BUREN","ME",1983,"true",1252244,11,0,0,1274721,0,22533,1229263,1252244,0,0,920709,1189095,63149,1341349,33286,1308063,"no","no","yes","yes","yes"
"AL-FALAQ ACADEMY INC","CHATSWORTH","CA",NA,"true",813987,2,0,30675,118172,813987,0,0,813987,0,0,437181,766839,47148,125520,0,125520,"no","no","no","no","no"
"CHILDREN'S LEAGUE OF MASSACHUSETTS INC","BOSTON","MA",1995,"",362379,58,0,0,229260,70,57,362252,362379,0,0,316770,410724,-48345,186988,20139,166849,"no","no","yes","yes","yes"
"COAST AQUATICS INC","FORT WALTON BEACH","FL",2004,"true",262944,6,0,0,26516,192322,-3741,67316,259203,500,0,59313,254328,4875,35541,4150,31391,"no","no","no","","no"
"Durham Kennel Club Inc","Roxboro","NC",1931,"",237077,150,0,0,512556,13328,899,219225,237077,9122,0,0,178122,58955,572170,0,572170,"no","yes","no","","no"
"BPO ELKS USA PLANT CITY LODGE 1727","PLANT CITY","FL",1987,"",242740,10,0,0,447345,29851,51,99558,168815,0,0,42747,220613,-51798,427034,33917,393117,"no","yes","yes","no","no"
"COUNTRY CLUB OF ROCHESTER","ROCHESTER","NY",1895,"",7623738,16,728055,0,13137438,0,0,5222698,6762412,0,0,3955604,6936965,-174553,12930704,3883829,9046875,"no","yes","yes","yes","no"
"BENEVOLENT & PROTECTIVE ORDER OF THE ELKS","HURON","SD",NA,"",87672,5,-1114,0,63158,28683,26029,12981,77963,0,0,0,65673,12290,64122,29665,34457,"no","yes","no","","no"
"GLOBAL CAMPUSES FOUNDATIONINC","TUCSON","AZ",2001,"true",381810,8,0,0,35731,137175,0,244635,381810,0,0,262842,382395,-585,41912,21419,20493,"yes","no","yes","no","no"
"SOUTH DAKOTA CPA SOCIETY","SIOUX FALLS","SD",1973,"",386386,7,1950,0,328835,0,0,377391,386386,10500,0,185922,402035,-15649,330565,43446,287119,"no","yes","no","","no"
"AUSTEN MANOR C/O CATHOLIC HOUSING SERVICES","SPOKANE","WA",1994,"true",234360,11,0,0,1038563,145539,154,88667,234360,0,0,56810,281257,-46897,986443,28173,958270,"no","no","yes","yes","yes"
"COLONIA BARRIOS SENIORS INC","SAN DIEGO","CA",1978,"true",1280178,9,0,0,1504588,10000,202,1269976,1280178,0,0,312839,1066492,213686,1477688,1458882,18806,"yes","no","yes","no","yes"
"AMERICAN LEGION CARMICHAEL LEG","TAMPA","FL",1965,"",15711,5,0,0,290127,0,8,15703,15711,0,0,0,20535,-4824,285302,0,285302,"no","no","yes","yes","yes"
"BAY AREA YOUTH SERVICES INC","Tampa","FL",1982,"true",6905514,9,0,13186,2206082,6703296,34108,1515,6738919,586150,0,4230904,6118412,620507,2933405,492611,2440794,"no","no","yes","yes","yes"
"PEORIA RIVERFRONT MUSEUM","Peoria","IL",2010,"true",3104053,26,215279,200509,16951208,1568472,9654,1006778,2894614,0,0,1664005,4220135,-1325521,15694181,402755,15291426,"no","no","yes","yes","yes"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS LODGE NO 1270","NEWTON","IA",1912,"",294955,11,0,0,154258,50975,82,0,102165,1000,0,15419,84893,17272,174096,28699,145397,"no","yes","no","no","no"
"Multnomah Hot Rod Council","Portland","OR",1956,"true",391809,24,0,0,43605,19677,5,372127,391809,20572,0,0,298588,93221,137342,1433,135909,"no","yes","yes","yes","yes"
"PRAIRIE CENTER ARTS FOUNDATION","SCHAUMBURG","IL",1986,"true",279400,13,0,0,75166,279339,61,0,269524,1500,0,0,266895,2629,77795,0,77795,"no","no","no","","no"
"STATESVILLE LODGE 1823 BENEVOLENT INC","STATESVILLE","NC",NA,"",73695,3,0,0,134000,9665,1,9449,53383,0,0,0,44189,9194,137677,43038,94639,"no","yes","no","no","no"
"THE UNITED WAY OF SOUTHEAST MS INC","HATTIESBURG","MS",1940,"true",1175998,37,0,139821,1751511,1122053,53945,0,1175998,597558,0,288397,1062263,113735,1798684,218936,1579748,"no","no","yes","yes","yes"
"Citizens' Alliance Inc","Buffalo","NY",2014,"true",127484,8,0,0,90829,117454,0,0,122484,0,0,73437,125070,-2586,88243,0,88243,"no","no","yes","yes","no"
"NORTHPORT POINT CLUB","NORTHPORT","MI",1920,"",677387,11,0,0,745183,486732,1454,174104,677387,0,0,309545,708900,-31513,704009,104597,599412,"no","yes","no","","no"
"NORTHWEST OHIO VOA LIVING CENTER I CORASON PLACE","ALEXANDRIA","VA",2002,"true",151364,14,0,0,1633964,0,103,151261,151364,0,0,27970,152968,-1604,1615117,71233,1543884,"yes","yes","yes","yes","yes"
"FRIENDS OF THE DANBURY LIBRARY INC","DANBURY","CT",2012,"true",2403285,10,0,0,2512606,19603,640366,0,680112,0,0,0,99308,580804,2710240,36515,2673725,"no","no","no","","no"
"ELGIN COUNTRY CLUB","ELGIN","IL",1901,"",4838123,10,231356,0,3542945,0,2000,2630078,3040734,1000,0,1528668,3248120,-207386,3359630,3642180,-282550,"no","yes","yes","no","yes"
"CONCORD AREA TRUST FOR COMMUNITY HOUSING","CONCORD","NH",1989,"true",2236097,17,0,194058,11429952,597098,99951,881777,1614535,0,0,694556,1696293,-81758,10990185,4963056,6027129,"yes","no","yes","yes","yes"
"TEAMSTERS ASSISTANCE PROGRAMS INC C/O RETIREE HOUSING MANAGEMENTINC","BEACHWOOD","OH",1977,"true",1471495,3,0,0,3320229,1096270,1179,374046,1471495,0,0,273394,1462660,8835,3231153,4494186,-1263033,"no","no","no","","no"
"VETERANS OF FOREIGN WARS POST","SEQUIM","WA",1945,"",94400,286,0,0,86279,4688,11,8286,41007,0,0,0,56573,-15566,72031,1318,70713,"no","no","no","","yes"
"One Warm Coat","San Francisco","CA",1992,"true",2169308,10,0,84609,539730,2141938,0,26638,2169308,1521328,0,260848,2045141,124167,652654,10102,642552,"no","no","yes","yes","yes"
"VETERANS OF FOREIGN WARS OF THE US #1157","VINCENNES","IN",1954,"",643890,7,0,0,115516,8769,13616,1677,191232,0,0,50377,156174,35058,151038,2021,149017,"no","no","no","","no"
"ST LOUIS ELKS LODGE 0009 BPOE","ST LOUIS","MO",1878,"",755040,8,13271,0,414756,118230,2793,0,563237,0,0,61797,422634,140603,582458,120841,461617,"no","yes","yes","yes","no"
"WISCONSIN POTATO GROWERS AUXILIARY INC","ANTIGO","WI",1982,"",250987,7,0,0,227894,16440,728,230511,248188,4000,0,0,247897,291,228185,0,228185,"no","no","no","","no"
"RENTAL PROPERTY OWNERS ASSOCIATION","GRAND RAPIDS","MI",1965,"",606690,15,0,0,271589,0,94,606596,606690,0,0,242024,550837,55853,311151,118769,192382,"no","yes","yes","yes","no"
"BLOSSOM VILLAGE HOUSING DEVELOPMENT FUND CORPORATION","ROCHESTER","NY",1995,"true",151673,4,0,0,3212761,82402,134,66546,151673,0,0,36701,302375,-150702,2911000,1953663,957337,"yes","no","yes","yes","yes"
"VETERANS OF FOREIGN WARS OF THE US 4440","Schellsburg","PA",1945,"",342933,4,0,0,110134,8240,1,0,171846,0,0,85188,176402,-4556,105783,3527,102256,"no","no","no","","no"
"MILLER PARK ZOOLOGICAL SOCIETY","BLOOMINGTON","IL",1975,"true",311247,13,0,31757,595282,151829,11431,0,272389,0,0,63514,193267,79122,678196,2498,675698,"no","no","yes","no","no"
"Spring Mobile Charitable Fund","Salt Lake City","UT",2013,"true",362074,0,0,0,479635,362074,0,0,362074,168257,0,0,169605,192469,672103,0,672103,"no","no","no","","no"
"NEWTON POLICE MEMORIAL ASSOCIATION","WEST NEWTON","MA",1938,"",250610,8,0,51925,969022,162989,34851,0,207089,26200,52250,15800,165343,41746,1089491,0,1089491,"no","no","yes","yes","yes"
"THE YOGA CONNECTION INC","TUCSON","AZ",1994,"true",218312,5,0,0,18355,19102,0,190489,215087,0,0,99307,222352,-7265,17019,27653,-10634,"no","no","no","","no"
"WOODVIEW PTA","BOLINGBROOK","IL",1974,"true",78300,3,0,0,46687,1671,3,76626,78300,0,0,47209,70638,7662,42212,8196,34016,"no","no","no","","no"
"YAVAPAI SYMPHONY ASSOCIATION INC","PRESCOTT","AZ",1967,"true",376470,11,0,0,612372,132462,4849,235375,376470,0,0,22920,312012,64458,675750,1,675749,"no","no","no","no","no"
"COLSTRIP LODGE 2190","COLSTRIP","MT",1982,"",193836,9,0,0,608298,3117,0,0,128928,0,0,56076,160906,-31978,571477,153620,417857,"no","yes","no","","no"
"LIONS INTERNATIONAL HOFFMAN 3152","HOFFMAN","MN",1969,"",661948,7,113076,48848,6961,775,24,0,115958,57009,0,5254,110974,4984,11954,42,11912,"no","yes","no","","no"
"In This Together","New Orleans","LA",2004,"true",656132,4,0,0,39830,0,0,656132,656132,0,0,564320,633290,22842,5896,0,5896,"no","no","yes","yes","yes"
"TODOS Mathematics for All","Tempe","AZ",2003,"true",57793,8,0,0,130575,57793,0,0,57793,2000,0,0,40955,16838,147413,0,147413,"no","no","no","no","no"
"JENSEN BEACH LODGE NO 1690 LOYAL ORDER OF MOOSE","JENSEN BEACH","FL",1978,"",239286,7,0,0,460150,1820,0,0,116226,0,0,121252,161301,-45075,460805,51801,409004,"no","yes","no","","no"
"HELENA HEALTH FOUNDATION INC","HELENA","AR",1990,"true",590149,12,0,0,4026186,245000,1660,0,414594,0,0,54191,345128,69466,4637414,2914236,1723178,"no","no","no","","no"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA CLUB 448","CAMBRIDGE","OH",1982,"",749112,10,27390,0,274114,0,747,66060,300592,21145,0,148714,277837,22755,289697,125158,164539,"no","no","no","","no"
"ROTARY FOUNDATION OF GASTON COUNTY","GASTONIA","NC",2004,"true",27466,13,0,0,40101,400,25,27041,27466,0,0,0,17327,10139,50241,0,50241,"no","no","yes","yes","no"
"TAU BETA SIGMA HONORARY BAND SORORITY","STILLWATER","OK",NA,"true",621317,8,0,0,774203,31007,16201,441321,425754,0,0,179456,495215,-69461,735386,30297,705089,"no","no","no","no","no"
"CHILLICOTHE CEMETERY ASSOCIATION","CHILLICOTHE","MO",1865,"",1838265,12,0,0,1846821,22692,100861,13220,136773,0,0,0,121713,15060,1861881,0,1861881,"no","no","yes","yes","yes"
"CHILD DEVELOPMENT INC","Maquoketa","IA",1973,"true",485669,6,0,0,774864,24296,88,457595,485669,0,0,370056,521326,-35657,719469,164097,555372,"no","no","no","","no"
"WAMPUS CAT BOOSTER CLUB INC C/O CLINT ASHCRAFT","CONWAY","AR",2003,"true",437623,5,0,0,330474,13433,371,82798,278696,0,0,0,298207,-19511,310963,0,310963,"no","no","no","","no"
"BEDFORD PARK CLEARING INDUSTRIAL ASSOCIATION","BEDFORD PARK","IL",1921,"",85635,11,0,0,32874,34789,3,0,53500,2000,0,48846,59048,-5548,29482,20640,8842,"no","no","no","","no"
"HAMBURG LODGE 523 LOOM","HAMBURG","PA",1916,"",190759,7,0,0,268131,10673,0,31815,138145,8055,0,40305,146615,-8470,259987,326,259661,"no","no","no","","no"
"Washington State Building & Construction Trades Council","Olympia","WA",1956,"",1250548,21,0,0,700070,329642,434,885612,1162768,97053,0,793939,1208010,-45242,658130,8199,649931,"no","no","no","no","no"
"WOMANS CLUB OF ARTESIA-CERRITO","ARTESIA","CA",1915,"true",19701,91,0,379,543503,13991,5710,0,19701,41024,7007,360,55393,-35692,580078,0,580078,"no","yes","no","","no"
"Athens Rotary Club Inc","Athens","AL",2013,"true",130529,13,0,0,132747,129975,554,0,130529,36908,0,0,113962,16567,124415,32415,92000,"no","yes","no","","no"
"BENEVOLENT AND PROTECTIVE ORDER OF 1868 ELKS LODGE 1868","WHITE SALMON","WA",1964,"",242796,10,911,0,353767,43334,340,21462,123909,0,0,30843,131761,-7852,345009,41414,303595,"no","no","no","no","no"
"MOOSE INTERNATIONAL SANFORD MOOSE LODGE #2519","SANFORD","MI",1999,"",267725,9,0,0,203651,38352,4,0,162735,19585,0,0,144970,17765,210348,13584,196764,"no","yes","no","","no"
"OPERATING ENGINEERS APPRENTICESHIP & SKILL IMP COMMITTEE - CENTRAL IL","SPRINGFIELD","IL",1968,"true",1331462,5,0,0,1860810,0,1909,1329059,1331462,0,0,689285,1744235,-412773,1477020,108092,1368928,"no","no","yes","yes","yes"
"ACCESS II - INDEPENDENT LIVING CENTER","Gallatin","MO",1995,"true",2138516,7,0,0,2114787,2118089,14435,0,2138516,0,0,712353,1931181,207335,2334727,73841,2260886,"no","no","yes","no","yes"
"EVRYTANIAN ASSOCIATION VELOUCHIINC","CHARLOTTE","NC",1944,"true",914278,23,5170,0,993867,101806,41819,0,237366,130958,0,36623,209308,28058,1021925,0,1021925,"no","yes","no","","no"
"MID MICHIGAN GYMNASTICS BOOSTER CLUB","FREELAND","MI",1999,"true",474708,6,0,14795,46115,4278,266,414475,474708,0,0,0,405804,68904,133010,7491,125519,"no","no","no","","no"
"LEFT TO TELL CHARITABLE FUND","CARLSBAD","CA",2005,"true",116263,2,0,0,82173,116244,19,0,116263,141738,0,0,144738,-28475,53698,0,53698,"no","no","no","","no"
"LAKEWOOD ELKS LODGE #1777","Denver","CO",1949,"",1214192,16,10506,0,211209,116879,0,41464,434053,7272,0,103090,505346,-71293,284712,67752,216960,"no","no","no","","no"
"FORT ALLEN ELEMENTARY SCHOOL PTO","GREENSBURG","PA",2015,"true",72978,4,0,0,57385,53805,0,19173,47900,0,48225,0,49588,-1688,55697,7000,48697,"no","no","no","","no"
"Housing Options Inc","Glen Allen","VA",1997,"true",141255,4,0,0,1253410,0,2980,0,141255,0,0,24840,128254,13001,1230746,189988,1040758,"no","yes","no","","no"
"LEWIS CLARK ANIMAL SHELTER INC","LEWISTON","ID",NA,"true",485354,8,0,7792,2159075,149954,59833,275567,485354,0,0,321016,475030,10324,2175785,5854,2169931,"no","no","no","no","no"
"FRIENDS OF THE ELLEN TROUT ZOO INC","LUFKIN","TX",1984,"true",424008,10,0,114837,1236647,161755,44957,184167,412802,0,0,74102,329109,83693,1322495,17641,1304854,"no","no","no","","no"
"CHARLES T KING STUDENT LOAN FUND","SHORT HILLS","NJ",1964,"true",14187,10,0,0,1465709,7867,6020,0,14187,0,0,0,4529,9658,1463517,0,1463517,"no","no","no","","no"
"CIRCLE CITY AQUATICS","CORONA","CA",1999,"true",459014,10,0,0,92209,348079,0,110935,459014,0,0,307145,478166,-19152,73057,0,73057,"no","no","no","no","no"
"GAGE COUNTY HISTORICAL SOCIETY","BEATRICE","NE",1971,"true",217189,9,0,0,1242976,64757,53532,8229,165404,0,0,58160,172659,-7255,1233547,1091,1232456,"no","no","no","no","no"
"AMVETS OF ELYRIA POST 32","ELYRIA","OH",1987,"",605929,7,0,0,1773886,3520,4,388718,451461,0,22169,105810,491602,-40141,1722245,0,1722245,"no","yes","no","","no"
"CROOKED TREE ARTS COUNCIL INC","PETOSKEY","MI",1972,"true",2937236,26,0,363696,8134176,987604,141192,506980,1708939,40111,0,973772,2194400,-485461,7711031,574803,7136228,"no","no","yes","yes","yes"
"COLORADO PEO CHARITABLE CORPORATION","COLORADO SPRINGS","CO",1949,"true",564624,7,0,2590,1666428,142763,12303,174243,331578,52550,0,152018,364978,-33400,1654802,23576,1631226,"no","yes","yes","yes","yes"
"TENNESSEE SOCIETY OF CPA'S GROUP RETURN","BRENTWOOD","TN",1924,"",634468,106,0,0,1031376,0,10350,571037,634468,0,0,0,620270,14198,1052232,95660,956572,"no","yes","yes","yes","yes"
"FRATERNAL ORDER OF EAGLES 2271","NEW BOSTON","OH",1982,"",571462,457,0,0,473165,13970,0,3964,217107,0,0,84499,210136,6971,447919,179625,268294,"no","no","no","no","no"
"FRATERNAL ORDER OF EAGLES 4089 AERIE","PORT ORANGE","FL",1984,"",894373,14,0,0,1692853,192943,-676,614884,862250,2100,0,25685,791794,70456,1697055,454455,1242600,"no","no","no","","no"
"HUDSON SENIOR HOUSING INC C/O ACCESSIBLE SPACE INC","ST PAUL","MN",2012,"true",187082,7,0,0,3944674,75720,1037,109680,187082,0,0,42490,281420,-94338,3858189,255878,3602311,"no","yes","yes","yes","yes"
"HOUSTON METROPOLITAN PARALEGAL ASSOC","HOUSTON","TX",NA,"true",40550,9,0,0,34833,12581,0,27969,40550,0,0,0,51929,-11379,23456,0,23456,"no","no","no","no","no"
"BENEVOLENT&PROTECTIVE ORDER OF LODGE 1720","GREENFIELD","IN",1947,"",330462,126,0,0,42571,25727,0,0,68383,0,0,6426,55946,12437,56211,-122,56333,"no","no","no","","no"
"BENNINGTON FREE LIBRARY","BENNINGTON","VT",1865,"true",745237,13,0,6331,845066,615901,28118,4946,657423,0,0,379035,522300,135123,1002996,22482,980514,"no","no","yes","yes","no"
"BRIDGE ACADEMY AND COMMUNITY CENTER","COATSVILLE","PA",NA,"true",376845,9,0,0,408573,291148,-696,0,370098,0,0,134847,216958,153140,557257,46886,510371,"no","no","no","","no"
"Sierra Nevada Basketball Inc","Reno","NV",2009,"true",252154,5,0,4721,17029,252154,0,0,252154,29922,0,34322,256272,-4118,12911,0,12911,"no","no","no","no","no"
"RISING STAR OUTREACH INC","PROVO","UT",2001,"true",1284558,36,0,64109,1445975,1129878,83087,0,1235585,863090,0,313439,1419955,-184370,1488999,10380,1478619,"no","no","no","","yes"
"AMERICAN BOARD OF CERTIFIED MASTER HAIR","SAN PEDRO","CA",NA,"true",377407,3,0,0,6020,0,0,377407,377407,0,0,104723,351423,25984,15597,9949,5648,"no","no","no","no","no"
"MARSHFIELD ELKS ORDER OF ELK","MARSHFIELD","MA",1973,"",312633,8,52098,0,345006,31134,19,0,196805,0,0,8800,189560,7245,365482,284899,80583,"no","yes","no","","no"
"BENEVOLENT & PROTECTIVE ORDER OF 2001 PARAMUS LODGE","PARAMUS","NJ",NA,"",147182,9,-1657,0,314389,14589,26,65055,102189,10484,0,5000,113747,-11558,295759,93952,201807,"no","yes","no","no","no"
"ROCHESTER CURLING CLUB INC","ROCHESTER","NY",1961,"true",220812,9,0,0,479206,83072,140,104995,192900,0,354,0,155899,37001,515955,1606,514349,"no","yes","yes","yes","no"
"UTAH PUBLIC EMPLOYEES ASSOCIATION","MURRAY","UT",1959,"",870500,11,0,0,818502,849219,9081,0,870500,0,0,535147,892058,-21558,848184,126599,721585,"no","yes","yes","yes","no"
"MONTESSORI PARENTS INC","WEST LAFAYETTE","IN",1972,"true",867155,9,0,19152,1335972,29056,7553,779586,857989,0,0,657254,868674,-10685,1275430,205419,1070011,"no","yes","yes","no","yes"
"GRUNDY COUNTY HISTORICAL SOCIE","MORRIS","IL",1967,"true",262642,130,0,0,393461,240384,684,20383,262356,0,0,8813,41973,220383,613844,0,613844,"no","no","no","","no"
"Historical Society of Topsail Island NC","Surf City","NC",1989,"true",291412,17,0,0,584498,17624,4037,37114,228990,5572,0,19879,146360,82630,667129,1,667128,"no","no","yes","yes","yes"
"Coleman Colorado Foundation","Boulder","CO",2002,"true",1270574,5,0,0,29750,513370,-5990,0,507380,502380,0,0,504595,2785,33132,0,33132,"no","no","yes","yes","yes"
"HOUSING OPTIONS PROVIDED FOR THE ELDERLY","ST LOUIS","MO",1986,"true",610912,10,0,0,125853,432721,23,177055,610912,0,0,247793,585848,25064,180131,51883,128248,"no","no","no","","no"
"STILLWATER ELKS LODGE 179","OAK PARK HEIGHTS","MN",1891,"",274398,5,7386,0,108278,26584,0,40790,122966,0,0,0,128414,-5448,81859,11007,70852,"no","no","no","","no"
"WOODBRIDGE LODGE NO 2355 OF THE BENEVOLENT & PROTECTIVE ORDER OF ELKS OF","WOODBRIDGE","VA",1971,"",362589,6,6774,0,818880,41148,1,0,177164,16152,0,54144,197014,-19850,795310,12541,782769,"no","yes","no","no","no"
"THE PERMIAN FOOTBALL BOOSTER CLUB","ODESSA","TX",1994,"true",242905,4,0,0,42033,33012,0,0,125400,0,0,0,53322,72078,76110,85962,-9852,"no","no","no","no","no"
"ABUNDANT LIFE MINISTRY INC","MILWAUKEE","WI",2000,"true",2711374,6,0,0,749956,2179105,2532,528237,2711374,0,0,1697399,2604587,106787,868495,139715,728780,"no","no","yes","yes","yes"
"INTERDISCIPLINARY NEONATAL FOLLOW-UP AND TREATMENT SERVICES","WILMINGTON","NC",NA,"true",190253,5,0,0,96901,190253,0,0,190253,0,0,0,190253,0,116316,116316,0,"no","no","no","","no"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS 296 JOLIET","JOLIET","IL",NA,"",294575,7,70904,0,270067,45189,61,0,178400,21413,0,27514,183233,-4833,273613,38107,235506,"no","no","yes","yes","no"
"Friends of Fruitland Public School District No 373 Inc","Fruitland","ID",1999,"true",0,5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"no","no","yes","no","no"
"WARREN ANTHEMS INC C/O HANDS","ERIE","PA",2008,"true",61027,9,0,0,817038,47025,162,10757,61027,0,0,0,70632,-9605,800776,609029,191747,"yes","no","yes","yes","no"
"LENAWEE COUNTRY CLUB","ADRIAN","MI",NA,"",1020139,9,6363,0,347252,0,0,686518,888188,0,0,475233,867310,20878,277075,135785,141290,"no","no","no","","no"
"TERRACE GARDENS RETIREMENT CENTER","PERRYVILLE","MO",1989,"true",765561,7,0,0,470324,3477,-772,761896,764789,0,0,558913,740621,24168,493855,39428,454427,"no","no","no","","no"
"Arnold Club Inc","Arnold","MO",NA,"",51602,6,0,0,384166,0,1358,665,51602,0,0,0,62779,-11177,375063,2075,372988,"no","no","yes","yes","no"
"Carden School of Fresno","Fresno","CA",1999,"true",1238682,7,0,10392,772926,96213,484,1124470,1238682,0,0,715393,1074509,164173,973491,263803,709688,"no","no","yes","no","no"
"MILITARY VETERANS RESOURCE CENTER","COLUMBUS","OH",2003,"true",886263,9,0,32092,1151111,830130,21861,0,858879,120281,0,701375,1033874,-174995,1026827,57636,969191,"no","no","yes","yes","yes"
"ROBERT B FOSS MEMORIAL FUND 01-63701 EMMANUEL FAITH COMMUNITY CHURCHTRUSTEE","ESCONDIDO","CA",1970,"",45864,1,0,0,641298,0,1103,44761,45864,13300,0,0,14535,31329,672627,0,672627,"no","no","no","","no"
"DELTA TAU DELTA FRATERNITY BETA ALPHA CHAPTER","BEDFORD","IN",1944,"",6300,4,0,0,75960,0,0,6300,6300,0,0,0,251,6049,66222,57043,9179,"no","no","no","","no"
"WOMEN EMPOWERING WOMEN INC","MONROE","MI",2001,"true",312217,9,0,7446,270137,228036,0,28874,286489,0,0,179710,270048,16441,246061,93063,152998,"no","no","yes","yes","yes"
